transaction_id_public,day_id_public,month,weekday,hour,service_interval,basket_value_ron,item_lines,distinct_products,total_quantity,item_level_value_ron,multi_product_basket,value_difference_ron
T000272,D0006,2024-05,Saturday,13,Lunch (12-15),78.50,3,3,5.00,78.50,1,0.00
T000273,D0006,2024-05,Saturday,13,Lunch (12-15),59.30,4,4,6.00,59.30,1,0.00
T000274,D0006,2024-05,Saturday,13,Lunch (12-15),269.20,7,7,22.00,269.20,1,0.00
T000275,D0006,2024-05,Saturday,14,Lunch (12-15),152.00,6,6,11.00,152.00,1,0.00
T000276,D0006,2024-05,Saturday,14,Lunch (12-15),113.80,5,5,9.00,113.80,1,0.00
T000277,D0006,2024-05,Saturday,14,Lunch (12-15),120.60,7,7,11.00,120.60,1,0.00
T000278,D0006,2024-05,Saturday,14,Lunch (12-15),205.20,7,7,16.00,205.20,1,-0.00
T000279,D0006,2024-05,Saturday,14,Lunch (12-15),304.10,13,13,22.00,304.10,1,0.00
T000280,D0006,2024-05,Saturday,14,Lunch (12-15),62.70,4,4,11.00,62.70,1,0.00
T000281,D0006,2024-05,Saturday,15,Lunch (12-15),138.60,8,8,8.00,138.60,1,0.00
T000282,D0006,2024-05,Saturday,15,Lunch (12-15),129.30,6,6,13.00,129.30,1,0.00
T000283,D0006,2024-05,Saturday,15,Lunch (12-15),134.80,4,4,11.00,134.80,1,0.00
T000284,D0006,2024-05,Saturday,15,Lunch (12-15),181.40,7,7,14.00,181.40,1,0.00
T000285,D0006,2024-05,Saturday,15,Lunch (12-15),20.90,2,2,2.00,20.90,1,0.00
T000286,D0006,2024-05,Saturday,16,Afternoon (16-18),109.70,5,5,10.00,109.70,1,0.00
T000287,D0006,2024-05,Saturday,16,Afternoon (16-18),403.90,16,16,18.00,403.90,1,0.00
T000288,D0006,2024-05,Saturday,16,Afternoon (16-18),164.80,4,4,5.00,164.80,1,0.00
T000289,D0006,2024-05,Saturday,16,Afternoon (16-18),78.70,4,4,4.00,78.70,1,0.00
T000290,D0006,2024-05,Saturday,16,Afternoon (16-18),139.50,7,7,8.00,139.50,1,0.00
T000291,D0006,2024-05,Saturday,16,Afternoon (16-18),113.70,6,6,13.00,113.70,1,0.00
T000292,D0006,2024-05,Saturday,17,Afternoon (16-18),141.70,3,3,5.00,141.70,1,0.00
T000293,D0006,2024-05,Saturday,17,Afternoon (16-18),94.10,6,6,11.00,94.10,1,0.00
T000294,D0006,2024-05,Saturday,17,Afternoon (16-18),283.40,4,4,10.00,283.40,1,0.00
T000295,D0006,2024-05,Saturday,17,Afternoon (16-18),59.80,3,3,8.00,59.80,1,0.00
T000296,D0006,2024-05,Saturday,18,Afternoon (16-18),153.20,7,7,9.00,153.20,1,0.00
T000297,D0006,2024-05,Saturday,19,Dinner (19-21),14.00,1,1,2.00,14.00,0,0.00
T000298,D0006,2024-05,Saturday,19,Dinner (19-21),15.90,1,1,1.00,15.90,0,0.00
T000299,D0006,2024-05,Saturday,19,Dinner (19-21),31.70,3,3,3.00,31.70,1,-0.00
T000300,D0006,2024-05,Saturday,19,Dinner (19-21),236.20,12,12,14.00,236.20,1,0.00
T000301,D0006,2024-05,Saturday,19,Dinner (19-21),114.90,6,6,6.00,114.90,1,0.00
T000302,D0006,2024-05,Saturday,20,Dinner (19-21),287.50,9,9,14.00,287.50,1,0.00
T000303,D0006,2024-05,Saturday,20,Dinner (19-21),95.50,6,6,7.00,95.50,1,0.00
T000304,D0006,2024-05,Saturday,20,Dinner (19-21),90.00,1,1,2.00,90.00,0,0.00
T000305,D0006,2024-05,Saturday,20,Dinner (19-21),79.60,5,5,6.00,79.60,1,0.00
T000306,D0006,2024-05,Saturday,20,Dinner (19-21),136.50,5,5,11.00,136.50,1,0.00
T000307,D0006,2024-05,Saturday,20,Dinner (19-21),39.70,3,3,3.00,39.70,1,0.00
T000308,D0006,2024-05,Saturday,20,Dinner (19-21),57.40,4,4,8.00,57.40,1,0.00
T000309,D0006,2024-05,Saturday,20,Dinner (19-21),54.80,4,4,4.00,54.80,1,0.00
T000310,D0006,2024-05,Saturday,20,Dinner (19-21),56.70,3,3,3.00,56.70,1,0.00
T000311,D0006,2024-05,Saturday,20,Dinner (19-21),372.00,14,14,24.00,372.00,1,0.00
T000312,D0006,2024-05,Saturday,20,Dinner (19-21),334.60,15,15,19.00,334.60,1,0.00
T000313,D0006,2024-05,Saturday,20,Dinner (19-21),32.80,3,3,3.00,32.80,1,0.00
T000314,D0006,2024-05,Saturday,20,Dinner (19-21),147.00,5,5,13.00,147.00,1,0.00
T000315,D0006,2024-05,Saturday,21,Dinner (19-21),196.70,11,11,11.50,196.70,1,0.00
T000316,D0006,2024-05,Saturday,21,Dinner (19-21),289.20,6,6,20.00,289.20,1,0.00
T000317,D0006,2024-05,Saturday,21,Dinner (19-21),153.80,4,4,5.00,153.80,1,0.00
T000318,D0006,2024-05,Saturday,21,Dinner (19-21),1206.80,17,17,108.00,1206.80,1,0.00
T000319,D0006,2024-05,Saturday,21,Dinner (19-21),94.80,3,3,4.00,94.80,1,0.00
T000320,D0006,2024-05,Saturday,21,Dinner (19-21),447.90,14,14,19.00,447.90,1,0.00
T000321,D0006,2024-05,Saturday,21,Dinner (19-21),49.50,2,2,5.00,49.50,1,0.00
T000322,D0006,2024-05,Saturday,21,Dinner (19-21),166.50,5,5,18.00,166.50,1,0.00
T000323,D0006,2024-05,Saturday,21,Dinner (19-21),93.80,2,2,4.00,93.80,1,0.00
T000324,D0006,2024-05,Saturday,21,Dinner (19-21),48.70,4,4,4.00,48.70,1,0.00
T000325,D0006,2024-05,Saturday,22,Late evening (22-23),292.60,16,16,18.00,292.60,1,0.00
T000326,D0006,2024-05,Saturday,22,Late evening (22-23),82.60,5,5,5.00,82.60,1,0.00
T000327,D0006,2024-05,Saturday,22,Late evening (22-23),544.20,18,18,41.00,544.20,1,0.00
T000328,D0006,2024-05,Saturday,22,Late evening (22-23),90.70,5,5,8.00,90.70,1,0.00
T000329,D0006,2024-05,Saturday,22,Late evening (22-23),241.70,11,11,13.00,241.70,1,0.00
T000330,D0006,2024-05,Saturday,22,Late evening (22-23),143.60,6,6,16.00,143.60,1,0.00
T000331,D0006,2024-05,Saturday,22,Late evening (22-23),118.50,4,4,6.00,118.50,1,0.00
T000332,D0006,2024-05,Saturday,22,Late evening (22-23),65.60,2,2,6.00,65.60,1,0.00
T000333,D0006,2024-05,Saturday,22,Late evening (22-23),248.80,7,7,14.00,248.80,1,0.00
T000334,D0006,2024-05,Saturday,22,Late evening (22-23),8.90,1,1,1.00,8.90,0,0.00
T000335,D0006,2024-05,Saturday,22,Late evening (22-23),150.70,8,8,9.00,150.70,1,0.00
T000336,D0006,2024-05,Saturday,22,Late evening (22-23),45.80,2,2,6.00,45.80,1,0.00
T000337,D0006,2024-05,Saturday,22,Late evening (22-23),45.00,1,1,1.00,45.00,0,0.00
T000338,D0006,2024-05,Saturday,22,Late evening (22-23),3860.90,3,3,45.00,3860.90,1,0.00
T000339,D0007,2024-05,Sunday,12,Lunch (12-15),17.90,2,2,2.00,17.90,1,0.00
T000340,D0007,2024-05,Sunday,12,Lunch (12-15),39.80,3,3,3.00,39.80,1,0.00
T000341,D0007,2024-05,Sunday,12,Lunch (12-15),36.90,3,3,3.00,36.90,1,0.00
T000342,D0007,2024-05,Sunday,13,Lunch (12-15),85.40,5,5,8.00,85.40,1,0.00
T000343,D0007,2024-05,Sunday,13,Lunch (12-15),120.30,6,6,9.00,120.30,1,0.00
T000344,D0007,2024-05,Sunday,13,Lunch (12-15),1281.60,2,2,38.00,1281.60,1,0.00
T000345,D0007,2024-05,Sunday,13,Lunch (12-15),603.80,4,4,8.00,603.80,1,0.00
T000346,D0007,2024-05,Sunday,13,Lunch (12-15),49.20,4,4,4.00,49.20,1,0.00
T000347,D0007,2024-05,Sunday,13,Lunch (12-15),93.30,6,6,8.00,93.30,1,0.00
T000348,D0007,2024-05,Sunday,13,Lunch (12-15),247.70,11,11,18.00,247.70,1,0.00
T000349,D0007,2024-05,Sunday,14,Lunch (12-15),90.00,1,1,2.00,90.00,0,0.00
T000350,D0007,2024-05,Sunday,14,Lunch (12-15),100.60,4,4,5.00,100.60,1,0.00
T000351,D0007,2024-05,Sunday,14,Lunch (12-15),65.90,3,3,3.00,65.90,1,0.00
T000352,D0007,2024-05,Sunday,14,Lunch (12-15),263.30,8,8,14.00,263.30,1,0.00
T000353,D0007,2024-05,Sunday,14,Lunch (12-15),73.70,3,3,6.00,73.70,1,0.00
T000354,D0007,2024-05,Sunday,14,Lunch (12-15),55.60,3,3,4.00,55.60,1,0.00
T000355,D0007,2024-05,Sunday,14,Lunch (12-15),119.50,7,7,12.00,119.50,1,0.00
T000356,D0007,2024-05,Sunday,14,Lunch (12-15),44.70,4,4,4.00,44.70,1,0.00
T000357,D0007,2024-05,Sunday,15,Lunch (12-15),128.20,8,8,9.00,128.20,1,0.00
T000358,D0007,2024-05,Sunday,15,Lunch (12-15),228.10,12,12,19.00,228.10,1,0.00
T000359,D0007,2024-05,Sunday,15,Lunch (12-15),181.50,9,9,16.00,181.50,1,0.00
T000360,D0007,2024-05,Sunday,15,Lunch (12-15),95.30,5,5,11.00,95.30,1,0.00
T000361,D0007,2024-05,Sunday,15,Lunch (12-15),278.30,7,7,32.00,278.30,1,0.00
T000362,D0007,2024-05,Sunday,16,Afternoon (16-18),79.60,5,5,8.00,79.60,1,0.00
T000363,D0007,2024-05,Sunday,16,Afternoon (16-18),280.00,13,13,17.00,280.00,1,0.00
T000364,D0007,2024-05,Sunday,16,Afternoon (16-18),800.90,23,23,66.00,800.90,1,0.00
T000365,D0007,2024-05,Sunday,16,Afternoon (16-18),77.90,3,3,9.00,77.90,1,0.00
T000366,D0007,2024-05,Sunday,16,Afternoon (16-18),141.20,9,9,9.00,141.20,1,0.00
T000367,D0007,2024-05,Sunday,16,Afternoon (16-18),251.40,9,9,30.00,251.40,1,0.00
T000368,D0007,2024-05,Sunday,16,Afternoon (16-18),44.80,4,4,4.00,44.80,1,0.00
T000369,D0007,2024-05,Sunday,16,Afternoon (16-18),30.90,2,2,2.00,30.90,1,0.00
T000370,D0007,2024-05,Sunday,16,Afternoon (16-18),11.00,1,1,1.00,11.00,0,0.00
T000371,D0007,2024-05,Sunday,16,Afternoon (16-18),176.60,9,9,13.00,176.60,1,0.00
T000372,D0007,2024-05,Sunday,16,Afternoon (16-18),64.60,4,4,4.00,64.60,1,0.00
T000373,D0007,2024-05,Sunday,16,Afternoon (16-18),68.70,3,3,6.00,68.70,1,0.00
T000374,D0007,2024-05,Sunday,17,Afternoon (16-18),59.60,2,2,4.00,59.60,1,0.00
T000375,D0007,2024-05,Sunday,17,Afternoon (16-18),25.80,2,2,2.00,25.80,1,0.00
T000376,D0007,2024-05,Sunday,17,Afternoon (16-18),683.30,20,20,39.00,683.30,1,0.00
T000377,D0007,2024-05,Sunday,17,Afternoon (16-18),41.70,4,4,4.00,41.70,1,0.00
T000378,D0007,2024-05,Sunday,17,Afternoon (16-18),164.30,7,7,15.00,164.30,1,0.00
T000379,D0007,2024-05,Sunday,17,Afternoon (16-18),121.60,5,5,8.00,121.60,1,0.00
T000380,D0007,2024-05,Sunday,17,Afternoon (16-18),188.00,11,11,15.00,188.00,1,0.00
T000381,D0007,2024-05,Sunday,17,Afternoon (16-18),149.90,5,5,17.00,149.90,1,0.00
T000382,D0007,2024-05,Sunday,17,Afternoon (16-18),191.90,10,10,12.50,191.90,1,0.00
T000383,D0007,2024-05,Sunday,17,Afternoon (16-18),237.50,9,9,9.00,237.50,1,0.00
T000384,D0007,2024-05,Sunday,17,Afternoon (16-18),259.70,9,9,26.00,259.70,1,0.00
T000385,D0007,2024-05,Sunday,18,Afternoon (16-18),202.40,7,7,13.50,202.40,1,0.00
T000386,D0007,2024-05,Sunday,18,Afternoon (16-18),35.70,2,2,3.00,35.70,1,0.00
T000387,D0007,2024-05,Sunday,18,Afternoon (16-18),118.50,6,6,6.00,118.50,1,0.00
T000388,D0007,2024-05,Sunday,18,Afternoon (16-18),38.80,2,2,2.00,38.80,1,0.00
T000389,D0007,2024-05,Sunday,18,Afternoon (16-18),97.50,5,5,7.00,97.50,1,0.00
T000390,D0007,2024-05,Sunday,18,Afternoon (16-18),196.30,7,7,12.00,196.30,1,0.00
T000391,D0007,2024-05,Sunday,18,Afternoon (16-18),204.60,10,10,11.00,204.60,1,0.00
T000392,D0007,2024-05,Sunday,18,Afternoon (16-18),176.10,7,7,10.00,176.10,1,0.00
T000393,D0007,2024-05,Sunday,19,Dinner (19-21),105.40,6,6,10.00,105.40,1,0.00
T000394,D0007,2024-05,Sunday,19,Dinner (19-21),447.70,11,11,41.00,447.70,1,0.00
T000395,D0007,2024-05,Sunday,19,Dinner (19-21),342.60,14,14,28.00,342.60,1,0.00
T000396,D0007,2024-05,Sunday,19,Dinner (19-21),33.70,2,2,3.00,33.70,1,0.00
T000397,D0007,2024-05,Sunday,19,Dinner (19-21),77.80,3,3,4.00,77.80,1,0.00
T000398,D0007,2024-05,Sunday,19,Dinner (19-21),420.60,15,15,21.00,420.60,1,0.00
T000399,D0007,2024-05,Sunday,19,Dinner (19-21),323.20,11,11,19.00,323.20,1,0.00
T000400,D0007,2024-05,Sunday,19,Dinner (19-21),46.60,2,2,4.00,46.60,1,0.00
T000401,D0007,2024-05,Sunday,19,Dinner (19-21),53.70,4,4,4.00,53.70,1,0.00
T000402,D0007,2024-05,Sunday,19,Dinner (19-21),165.40,6,6,14.00,165.40,1,0.00
T000403,D0007,2024-05,Sunday,19,Dinner (19-21),457.40,11,11,26.00,457.40,1,-0.00
T000404,D0007,2024-05,Sunday,19,Dinner (19-21),83.60,3,3,8.00,83.60,1,0.00
T000405,D0007,2024-05,Sunday,19,Dinner (19-21),195.40,5,5,8.00,195.40,1,0.00
T000406,D0007,2024-05,Sunday,19,Dinner (19-21),196.90,4,4,5.00,196.90,1,0.00
T000407,D0007,2024-05,Sunday,20,Dinner (19-21),18.00,2,2,2.00,18.00,1,0.00
T000408,D0007,2024-05,Sunday,20,Dinner (19-21),404.80,16,16,23.00,404.80,1,0.00
T000409,D0007,2024-05,Sunday,20,Dinner (19-21),49.80,2,2,2.00,49.80,1,0.00
T000410,D0007,2024-05,Sunday,20,Dinner (19-21),112.40,4,4,12.00,112.40,1,0.00
T000411,D0007,2024-05,Sunday,20,Dinner (19-21),90.10,6,6,6.00,90.10,1,0.00
T000412,D0007,2024-05,Sunday,20,Dinner (19-21),39.80,3,3,3.00,39.80,1,0.00
T000413,D0007,2024-05,Sunday,20,Dinner (19-21),43.90,2,2,2.00,43.90,1,0.00
T000414,D0007,2024-05,Sunday,20,Dinner (19-21),306.20,8,8,15.00,306.20,1,0.00
T000415,D0007,2024-05,Sunday,20,Dinner (19-21),147.30,7,7,8.00,147.30,1,0.00
T000416,D0007,2024-05,Sunday,20,Dinner (19-21),80.50,5,5,6.00,80.50,1,0.00
T000417,D0007,2024-05,Sunday,20,Dinner (19-21),300.60,8,8,17.00,300.60,1,0.00
T000418,D0007,2024-05,Sunday,21,Dinner (19-21),75.80,3,3,3.00,75.80,1,0.00
T000419,D0007,2024-05,Sunday,21,Dinner (19-21),43.80,3,3,4.00,43.80,1,0.00
T000420,D0007,2024-05,Sunday,21,Dinner (19-21),109.20,5,5,8.00,109.20,1,0.00
T000421,D0007,2024-05,Sunday,21,Dinner (19-21),118.20,6,6,13.00,118.20,1,0.00
T000422,D0007,2024-05,Sunday,21,Dinner (19-21),197.60,3,3,17.00,197.60,1,0.00
T000423,D0007,2024-05,Sunday,21,Dinner (19-21),303.60,11,11,27.00,303.60,1,0.00
T000424,D0007,2024-05,Sunday,21,Dinner (19-21),212.30,2,2,9.00,212.30,1,0.00
T000425,D0007,2024-05,Sunday,21,Dinner (19-21),297.10,11,11,23.00,297.10,1,0.00
T000426,D0007,2024-05,Sunday,21,Dinner (19-21),253.60,9,9,14.00,253.60,1,0.00
T000427,D0007,2024-05,Sunday,21,Dinner (19-21),138.20,7,7,10.00,138.20,1,0.00
T000428,D0007,2024-05,Sunday,21,Dinner (19-21),27.80,1,1,2.00,27.80,0,0.00
T000429,D0007,2024-05,Sunday,22,Late evening (22-23),94.00,2,2,2.00,94.00,1,0.00
T000430,D0007,2024-05,Sunday,22,Late evening (22-23),445.30,11,11,21.00,445.30,1,0.00
T000431,D0007,2024-05,Sunday,22,Late evening (22-23),683.10,12,12,32.00,683.10,1,0.00
T000432,D0007,2024-05,Sunday,22,Late evening (22-23),54.50,2,2,5.00,54.50,1,0.00
T000433,D0007,2024-05,Sunday,22,Late evening (22-23),145.40,5,5,12.00,145.40,1,0.00
T000434,D0007,2024-05,Sunday,22,Late evening (22-23),303.40,9,9,20.00,303.40,1,0.00
T000435,D0007,2024-05,Sunday,22,Late evening (22-23),198.60,8,8,18.00,198.60,1,0.00
T000436,D0007,2024-05,Sunday,22,Late evening (22-23),106.50,5,5,11.00,106.50,1,0.00
T000437,D0008,2024-05,Monday,12,Lunch (12-15),74.90,2,2,2.00,74.90,1,0.00
T000438,D0008,2024-05,Monday,12,Lunch (12-15),46.80,2,2,3.00,46.80,1,0.00
T000439,D0008,2024-05,Monday,13,Lunch (12-15),64.80,2,2,3.00,64.80,1,0.00
T000440,D0008,2024-05,Monday,13,Lunch (12-15),22.00,1,1,1.00,22.00,0,0.00
T000441,D0008,2024-05,Monday,13,Lunch (12-15),14.90,1,1,1.00,14.90,0,0.00
T000442,D0008,2024-05,Monday,13,Lunch (12-15),47.60,1,1,4.00,47.60,0,0.00
T000443,D0008,2024-05,Monday,13,Lunch (12-15),129.80,4,4,5.00,129.80,1,0.00
T000444,D0008,2024-05,Monday,13,Lunch (12-15),70.30,5,5,8.00,70.30,1,0.00
T000445,D0008,2024-05,Monday,14,Lunch (12-15),93.00,9,9,11.00,93.00,1,0.00
T000446,D0008,2024-05,Monday,14,Lunch (12-15),143.40,10,10,12.00,143.40,1,0.00
T000447,D0008,2024-05,Monday,14,Lunch (12-15),9.90,1,1,1.00,9.90,0,0.00
T000448,D0008,2024-05,Monday,14,Lunch (12-15),116.30,6,6,7.00,116.30,1,0.00
T000449,D0008,2024-05,Monday,14,Lunch (12-15),4.50,1,1,1.00,4.50,0,0.00
T000450,D0008,2024-05,Monday,14,Lunch (12-15),44.00,2,2,3.00,44.00,1,0.00
T000451,D0008,2024-05,Monday,14,Lunch (12-15),148.70,3,3,8.00,148.70,1,0.00
T000452,D0008,2024-05,Monday,14,Lunch (12-15),9.90,1,1,1.00,9.90,0,0.00
T000453,D0008,2024-05,Monday,14,Lunch (12-15),65.90,3,3,3.00,65.90,1,0.00
T000454,D0008,2024-05,Monday,16,Afternoon (16-18),161.80,3,3,3.00,161.80,1,0.00
T000455,D0008,2024-05,Monday,16,Afternoon (16-18),35.90,2,2,5.00,35.90,1,0.00
T000456,D0008,2024-05,Monday,16,Afternoon (16-18),9.90,1,1,1.00,9.90,0,0.00
T000457,D0008,2024-05,Monday,17,Afternoon (16-18),22.90,2,2,2.00,22.90,1,0.00
T000458,D0008,2024-05,Monday,17,Afternoon (16-18),100.00,3,3,9.00,100.00,1,0.00
T000459,D0008,2024-05,Monday,17,Afternoon (16-18),114.20,6,6,6.00,114.20,1,0.00
T000460,D0008,2024-05,Monday,18,Afternoon (16-18),68.70,1,1,3.00,68.70,0,0.00
T000461,D0008,2024-05,Monday,18,Afternoon (16-18),58.80,3,3,3.00,58.80,1,0.00
T000462,D0008,2024-05,Monday,19,Dinner (19-21),127.40,4,4,8.00,127.40,1,0.00
T000463,D0008,2024-05,Monday,19,Dinner (19-21),213.30,8,8,21.00,213.30,1,0.00
T000464,D0008,2024-05,Monday,19,Dinner (19-21),113.10,4,4,7.00,113.10,1,-0.00
T000465,D0008,2024-05,Monday,19,Dinner (19-21),114.40,6,6,7.00,114.40,1,0.00
T000466,D0008,2024-05,Monday,20,Dinner (19-21),89.70,3,3,4.00,89.70,1,0.00
T000467,D0008,2024-05,Monday,20,Dinner (19-21),50.00,2,2,4.00,50.00,1,0.00
T000468,D0008,2024-05,Monday,20,Dinner (19-21),73.50,3,3,7.00,73.50,1,0.00
T000469,D0008,2024-05,Monday,20,Dinner (19-21),229.80,14,14,16.00,229.80,1,0.00
T000470,D0008,2024-05,Monday,20,Dinner (19-21),11.00,1,1,1.00,11.00,0,0.00
T000471,D0008,2024-05,Monday,21,Dinner (19-21),241.20,10,10,19.00,241.20,1,0.00
T000472,D0008,2024-05,Monday,21,Dinner (19-21),63.00,2,2,5.00,63.00,1,0.00
T000473,D0008,2024-05,Monday,21,Dinner (19-21),70.40,2,2,6.00,70.40,1,0.00
T000474,D0008,2024-05,Monday,22,Late evening (22-23),16.90,2,2,2.00,16.90,1,0.00
T000475,D0008,2024-05,Monday,22,Late evening (22-23),1195.20,5,5,123.00,1195.20,1,0.00
T000476,D0008,2024-05,Monday,22,Late evening (22-23),138.50,4,4,13.00,138.50,1,0.00
T000477,D0008,2024-05,Monday,22,Late evening (22-23),692.70,3,3,15.00,692.70,1,0.00
T000478,D0008,2024-05,Monday,22,Late evening (22-23),181.20,6,6,12.00,181.20,1,0.00
T000479,D0008,2024-05,Monday,22,Late evening (22-23),309.30,4,4,28.00,309.30,1,0.00
T000480,D0008,2024-05,Monday,22,Late evening (22-23),96.70,5,5,7.00,96.70,1,0.00
T000481,D0008,2024-05,Monday,22,Late evening (22-23),57.80,4,4,4.00,57.80,1,0.00
T000482,D0009,2024-05,Tuesday,10,Early service (00-11),8.00,1,1,1.00,8.00,0,0.00
T000483,D0009,2024-05,Tuesday,11,Early service (00-11),9.90,1,1,1.00,9.90,0,0.00
T000484,D0009,2024-05,Tuesday,11,Early service (00-11),7.00,1,1,1.00,7.00,0,0.00
T000485,D0009,2024-05,Tuesday,12,Lunch (12-15),216.20,6,6,17.00,216.20,1,0.00
T000486,D0009,2024-05,Tuesday,12,Lunch (12-15),113.70,2,2,4.00,113.70,1,0.00
T000487,D0009,2024-05,Tuesday,12,Lunch (12-15),176.20,9,9,13.00,176.20,1,0.00
T000488,D0009,2024-05,Tuesday,13,Lunch (12-15),22.00,1,1,1.00,22.00,0,0.00
T000489,D0009,2024-05,Tuesday,13,Lunch (12-15),85.95,6,6,7.50,85.95,1,0.00
T000490,D0009,2024-05,Tuesday,15,Lunch (12-15),153.80,4,4,6.00,153.80,1,0.00
T000491,D0009,2024-05,Tuesday,15,Lunch (12-15),67.50,5,5,7.00,67.50,1,0.00
T000492,D0009,2024-05,Tuesday,15,Lunch (12-15),54.90,2,2,2.00,54.90,1,0.00
T000493,D0009,2024-05,Tuesday,15,Lunch (12-15),95.70,3,3,4.00,95.70,1,0.00
T000494,D0009,2024-05,Tuesday,16,Afternoon (16-18),92.00,2,2,7.00,92.00,1,0.00
T000495,D0009,2024-05,Tuesday,16,Afternoon (16-18),13.00,1,1,1.00,13.00,0,0.00
T000496,D0009,2024-05,Tuesday,16,Afternoon (16-18),401.90,8,8,15.00,401.90,1,0.00
T000497,D0009,2024-05,Tuesday,16,Afternoon (16-18),124.80,3,3,4.00,124.80,1,0.00
T000498,D0009,2024-05,Tuesday,16,Afternoon (16-18),82.70,4,4,7.00,82.70,1,0.00
T000499,D0009,2024-05,Tuesday,16,Afternoon (16-18),91.70,3,3,4.00,91.70,1,0.00
T000500,D0009,2024-05,Tuesday,17,Afternoon (16-18),31.80,1,1,2.00,31.80,0,0.00
T000501,D0009,2024-05,Tuesday,17,Afternoon (16-18),151.30,2,2,7.00,151.30,1,0.00
T000502,D0009,2024-05,Tuesday,17,Afternoon (16-18),305.20,10,10,12.00,305.20,1,0.00
T000503,D0009,2024-05,Tuesday,18,Afternoon (16-18),68.90,2,2,3.00,68.90,1,0.00
T000504,D0009,2024-05,Tuesday,18,Afternoon (16-18),194.70,7,7,19.00,194.70,1,0.00
T000505,D0009,2024-05,Tuesday,18,Afternoon (16-18),202.20,7,7,13.00,202.20,1,0.00
T000506,D0009,2024-05,Tuesday,18,Afternoon (16-18),458.90,16,16,24.00,458.90,1,0.00
T000507,D0009,2024-05,Tuesday,18,Afternoon (16-18),192.40,3,3,9.00,192.40,1,0.00
T000508,D0009,2024-05,Tuesday,18,Afternoon (16-18),143.80,8,8,11.00,143.80,1,0.00
T000509,D0009,2024-05,Tuesday,18,Afternoon (16-18),23.70,1,1,3.00,23.70,0,0.00
T000510,D0009,2024-05,Tuesday,19,Dinner (19-21),184.20,10,10,12.00,184.20,1,0.00
T000511,D0009,2024-05,Tuesday,19,Dinner (19-21),88.50,5,5,5.00,88.50,1,0.00
T000512,D0009,2024-05,Tuesday,19,Dinner (19-21),92.80,4,4,11.00,92.80,1,0.00
T000513,D0009,2024-05,Tuesday,19,Dinner (19-21),467.10,12,12,27.00,467.10,1,0.00
T000514,D0009,2024-05,Tuesday,19,Dinner (19-21),92.40,5,5,6.00,92.40,1,0.00
T000515,D0009,2024-05,Tuesday,20,Dinner (19-21),158.60,7,7,13.00,158.60,1,0.00
T000516,D0009,2024-05,Tuesday,20,Dinner (19-21),105.90,3,3,13.00,105.90,1,0.00
T000517,D0009,2024-05,Tuesday,20,Dinner (19-21),7.00,1,1,1.00,7.00,0,0.00
T000518,D0009,2024-05,Tuesday,20,Dinner (19-21),412.10,13,13,17.00,412.10,1,0.00
T000519,D0009,2024-05,Tuesday,20,Dinner (19-21),61.20,3,3,6.00,61.20,1,0.00
T000520,D0009,2024-05,Tuesday,20,Dinner (19-21),56.50,5,5,5.00,56.50,1,0.00
T000521,D0009,2024-05,Tuesday,21,Dinner (19-21),299.90,8,8,29.40,299.90,1,0.00
T000522,D0009,2024-05,Tuesday,21,Dinner (19-21),60.90,4,4,4.00,60.90,1,0.00
T000523,D0009,2024-05,Tuesday,22,Late evening (22-23),290.90,3,3,10.00,290.90,1,0.00
T000524,D0009,2024-05,Tuesday,22,Late evening (22-23),32.90,3,3,3.00,32.90,1,0.00
T000525,D0009,2024-05,Tuesday,22,Late evening (22-23),9.90,1,1,1.00,9.90,0,0.00
T000526,D0009,2024-05,Tuesday,22,Late evening (22-23),47.70,3,3,3.00,47.70,1,0.00
T000527,D0009,2024-05,Tuesday,22,Late evening (22-23),322.00,9,9,18.00,322.00,1,0.00
T000528,D0009,2024-05,Tuesday,22,Late evening (22-23),618.80,16,16,42.00,618.80,1,0.00
T000529,D0009,2024-05,Tuesday,22,Late evening (22-23),124.60,5,5,6.00,124.60,1,0.00
T000530,D0010,2024-05,Wednesday,12,Lunch (12-15),271.00,2,2,18.00,271.00,1,0.00
T000531,D0010,2024-05,Wednesday,12,Lunch (12-15),282.20,5,5,10.00,282.20,1,0.00
T000532,D0010,2024-05,Wednesday,13,Lunch (12-15),102.00,6,6,6.00,102.00,1,0.00
T000533,D0010,2024-05,Wednesday,13,Lunch (12-15),23.80,2,2,2.00,23.80,1,0.00
T000534,D0010,2024-05,Wednesday,13,Lunch (12-15),65.20,5,5,5.00,65.20,1,0.00
T000535,D0010,2024-05,Wednesday,14,Lunch (12-15),46.80,2,2,2.00,46.80,1,0.00
T000536,D0010,2024-05,Wednesday,14,Lunch (12-15),12.90,1,1,1.00,12.90,0,0.00
T000537,D0010,2024-05,Wednesday,14,Lunch (12-15),115.00,2,2,3.00,115.00,1,0.00
T000538,D0010,2024-05,Wednesday,15,Lunch (12-15),17.80,1,1,2.00,17.80,0,0.00
T000539,D0010,2024-05,Wednesday,15,Lunch (12-15),19.50,1,1,3.00,19.50,0,0.00
T000540,D0010,2024-05,Wednesday,15,Lunch (12-15),71.70,3,3,3.00,71.70,1,0.00
T000541,D0010,2024-05,Wednesday,15,Lunch (12-15),174.00,2,2,2.00,174.00,1,0.00
T000542,D0010,2024-05,Wednesday,16,Afternoon (16-18),125.80,3,3,3.00,125.80,1,0.00
